from_id,to_id,weight
5308930859,4649529194,8.39361937439164
1707535720,3217143095,7.937115592360751
1707535720,6809104221,8.191906575944113
1707535720,4744721426,2.8728100634293385
1707535720,5059983406,0.9665529264713705
1707535720,4649529194,4.41122173970871
4682991839,3217143095,7.332060525100914
4682991839,6809104221,2.9836826060763357
4682991839,5882954099,5.6006058294135395
4682991839,4744721426,5.979342772259364
4682991839,5059983406,6.402515701194752
4682991839,4649529194,9.66121165491884
6767208942,4744721426,8.210217827350185
6767208942,5059983406,8.63339075628557
6350202175,3217143095,7.010965513080991
6350202175,6809104221,2.6448124019177066
6350202175,5882954099,5.26173562525491
6350202175,4744721426,5.640472568100735
6350202175,5059983406,6.0636454970361235
6350202175,4649529194,9.322341450760213
1296971538,3217143095,8.997859437613679
1296971538,6809104221,2.1659213518117695
1296971538,5882954099,3.301607059099162
1296971538,4744721426,8.758145219758243
1296971538,5059983406,9.118887724683017
1401281048,3217143095,9.469171141159093
1401281048,6809104221,2.1677534845627946
1401281048,5882954099,2.3740347975501246
1401281048,4744721426,7.820502184335825
1401281048,5059983406,8.243675113271214
5503191825,4649529194,8.222371646498896
1323498240,6809104221,4.225786407078418
1323498240,5882954099,1.391387510692891
1399783495,6809104221,2.796353386649255
1399783495,5882954099,4.108257812579315
1399783495,4744721426,8.197285473520282
1399783495,5059983406,8.620458402455666
1359688740,3217143095,9.513670405144953
1359688740,6809104221,6.704365256745051
1359688740,5882954099,8.830472128398915
1359688740,4744721426,1.290146512389608
1359688740,5059983406,2.59107443676416
1359688740,4649529194,5.053673908685732
5020178759,4649529194,9.985055371393202
6767208914,4744721426,9.101414695938685
6767208914,5059983406,9.524587624874073
5789840238,4744721426,9.3607242614847
5789840238,5059983406,8.322847738936966
5789840238,4649529194,5.207844201821459
1207492831,4744721426,4.902064357745366
1207492831,5059983406,4.781270791018409
1207492831,4649529194,0.7491842980821211
1293102653,3217143095,9.580266598335694
1293102653,6809104221,2.499646534558483
1293102653,5882954099,2.3254702843647768
1293102653,4744721426,8.950725828766169
1293102653,5059983406,9.373898757701557
1394487277,3217143095,3.7651633853644837
1394487277,6809104221,8.303983757851498
1394487277,4744721426,8.596958566354077
1394487277,5059983406,6.690701429396109
2546451515,4649529194,7.43400512304184
5308930875,4649529194,8.210211542766954
1399783308,6809104221,3.0631411947154206
1399783308,5882954099,4.375045620645481
1399783308,4744721426,8.464073281586447
1399783308,5059983406,8.887246210521832
1326686372,6809104221,5.304626077790227
1326686372,5882954099,1.618169644135286
1951391089,4744721426,7.869283836528695
1951391089,5059983406,7.748490269801737
1951391089,4649529194,3.7164037768654508
1384815141,3217143095,8.863813344591984
1384815141,6809104221,7.968913362475697
1384815141,4744721426,1.5216263311590028
1384815141,5059983406,1.5295115400630956
1384815141,4649529194,4.068404699661967
1296947459,3217143095,8.438377249335767
1296947459,6809104221,1.6064391635338542
1296947459,5882954099,3.317285341269804
1296947459,4744721426,8.89349211208433
1296947459,5059983406,8.559405536405102
1381478804,3217143095,7.629604942590985
1381478804,6809104221,7.324262288615113
1381478804,4744721426,3.313805447983313
1381478804,5059983406,0.9566724899146138
1381478804,4649529194,5.393006333014029
4880357030,3217143095,6.869790630776786
4880357030,6809104221,2.3871076760664667
4880357030,5882954099,6.196321050095541
4880357030,4744721426,6.943074709228303
4880357030,5059983406,6.293452301963085
6767208934,4744721426,9.787548823685192
1382939376,3217143095,9.216587254142832
1382939376,6809104221,7.821906534314112
1382939376,5882954099,9.948013405967972
1382939376,4744721426,0.6510839901389646
1382939376,5059983406,1.8822854496139398
1382939376,4649529194,4.168622716631304
1293131415,3217143095,8.969683042606226
1293131415,6809104221,1.8629938388880383
1293131415,5882954099,2.764638223338567
1293131415,4744721426,8.339714980766882
1293131415,5059983406,8.762887909702266
4682991991,3217143095,7.373418992318107
4682991991,6809104221,3.092692894945231
4682991991,5882954099,5.709616118282436
4682991991,4744721426,6.088353061128259
4682991991,5059983406,6.511525990063647
4682991991,4649529194,9.770221943787735
1273109286,3217143095,8.721187845142017
1273109286,6809104221,6.5007932566768485
1273109286,5882954099,8.626900128330712
1273109286,4744721426,1.9516378730173254
1273109286,5059983406,1.7985918767612283
1273109286,4649529194,5.62472483007036
1314006013,6809104221,5.935542262303238
1314006013,5882954099,8.061649133957102
1314006013,4744721426,3.1576616954241596
1314006013,5059983406,3.58083462435955
1314006013,4649529194,6.8395305780836395
1359682572,4744721426,5.753161844731887
1359682572,5059983406,5.369033636295319
1359682572,4649529194,1.6002817850686442
1359682541,4744721426,5.66165744570648
1359682541,5059983406,5.310592708628906
1359682541,4649529194,1.5087773860432367
1326746019,6809104221,5.39949442824605
1326746019,5882954099,1.7130379945911092
4551106677,3217143095,6.768608256661435
4551106677,6809104221,1.993701431541835
4551106677,5882954099,5.733812715059526
4551106677,4744721426,6.760466905686685
4551106677,5059983406,6.192269927847733
1371263129,4744721426,9.586296930707316
1371263129,5059983406,8.548420408159584
1371263129,4649529194,5.4334168710440744
5031592319,3217143095,7.268579200701378
5031592319,6809104221,1.993668435136534
5031592319,5882954099,5.654513010605415
5031592319,4744721426,6.681167201232573
5031592319,5059983406,6.692240871887679
1341282177,6809104221,9.956976298778084
1341282177,4744721426,3.276963939070595
1341282177,5059983406,3.1561703723436407
1341282177,4649529194,2.1290381637505877
1323498275,6809104221,4.291307405210344
1323498275,5882954099,1.4429589757891166
