#C:\Users\User\Anaconda3\envs\ox\lib\site-packages\ipykernel_launcher.py -f C:\Users\User\AppData\Roaming\jupyter\runtime\kernel-2ba7bb08-4ca6-41b9-9f7f-06657f9fe8c7.json
# GMT Thu Jun  4 17:00:34 2020
# 
1688220386 1688220287 1688220424
5244338893 5244338894 5244338892
5244338894 5244338893 5244338895
5244338895 5244338894 5244338896
5244338896 5244338895 5244338897
5244338897 5244338896 5244338898
5244338898 5244338897 5244338899
1155399734 419041929 5279761627
5244338899 5244338898 5244338900
1688220397 1688220405 1688220336
5244338900 5244338899 5244338901
5244338901 5244338900 5244338902
5244338902 5244338901 419059111 5244338903 419059270
3893100615 995408767 1219471484
3893100616 1705401318 1769741855
5244338903 5244338902 5244338904
5244338904 5244338903 5244338905
5244338905 5244338904 5244338906
5244338906 5244338905 5244338907
2085879897 6350751390 6350751388
5244338907 5244338906 5244338908
5244338908 5244338907 5244338909
5244338909 5244338908 5244338910
3689283722 1305095397 419062977
1155399825 419042429 1155399605
1155399826 1156438871 1185682118
4120772808 4120772811 419039606
4120772811 4120772808 419039764
4120772848 419039961 3659038519
3735683329 3204137750 419071485
3735683330 419071485 419071514
5395579144 5010068220 4999379239
1634992395 419062915 6379268891
1688220448 1688220440 1688220451
5020188995 7146633832 5020188995
1688220451 1688220448 1688220476
1658978636 3351492857 1658979092
1658978667 1658978721 1658978905
1416888683 1416888684 1416888705
1416888684 1416888683 1416888684
1416888693 1416888705 1416888718
1416888705 1416888693 1416888683
1416888718 2078478774 1416888693 419071638
1658978703 3351492839 544802288
1301021072 1301021075 1301021073
1301021073 419077076 1301021072 419076964
1301021074 419076824 1301021080
1301021075 1301021072 1301021080
1301021080 1301021075 1301021074
1658978721 1658978667 419065479
1658978724 419065949 419065874
1296957871 419084253 419087279
1658978760 419066020 419065891
419065770 419065827 419069112
4601283031 419078344 1279008916
1658978783 544802294 1658978911
1658978790 775567793 1658978821
1658978817 419065506 1658978830
1658978821 1658978790 775567729
1658978828 1658978901 3351492839
1658978830 1658978817 419065479
1658978878 1658979223 1658979053 1658979075
1658978901 1658978828 544802278
1658978905 1658978667 1658979251
1658978909 1658979396 419066156
1658978911 1658978783 775567847
1658978944 419065995 419066036
1323696768 6448516292 6448237947 3218901511
419091857 6883627658 419089586
1271267974 1271268033 1271267975 419053939 419053986
1271267975 1271267974 1271278667
3889955465 3170063319 3750353568
3889955469 3656255141 419071773
1617035918 1628056379 1617036041 1628056387
1271267985 419053874 1271268024
1271267989 1271268033 1271314743 419053958
1271267992 1271268011 1271268037
1277952666 1277952688 419071710
419091862 419089650 419091631
1271267996 419053752 419053790
1271267997 1216227042 1271267997
1277952670 419071930 1277952713 419071994
1271267999 1271268047 1271268011
1271268009 1271268024 419053904
1271268011 1271267992 1271267999
1277952688 1277952666 1277952723
3566600881 419070566 4863944154
3566600882 3338485605 419070569
1277952692 419072594 6790249759
1617035957 1617036056 1617041430
1271268021 419053904 1271268047
1277952695 1277952732 1277952719
1271268024 1271268009 1271267985
1271268025 1778247343 1271290628
1617035962 1617036041 1617036056
1271268030 1271268032 419053963
1263141567 1186480739 1263141694 419038115
1271268032 1271268030 1271268037 1271278666
1271268033 1271267974 1271267989 419053855 419053673
1617035970 419051200 1615752853
1271268034 419053942 419053958 419053866
1271268037 1271268032 1271267992
1263141577 1186480668 1263141672
1617035978 419051200 1617036017
2011038410 5625571163 419056702
1277952713 1277952670 1277952732
1271268047 1271267999 1271268021
1277952719 1277952695 1277952723
1617035986 1617041430 1617036061
1277952723 1277952688 1277952719
1263141593 1263141727 1263141694
1277952732 1277952695 1277952713
4120773343 419040649 419041092
1658979042 1658979048 419065556
1658979047 775567847 1658979112
1658979048 1658979042 1658979416
419065826 419065740 6689592643
3227910892 419070582 419070604
1658979053 1658978878 775567648
1263141615 1186480407 1263141743
419065827 419065770 419065788
1617036017 1617035978 419051492
1658979057 1658979092 1658979140
3227910897 419070522 419070607
3227910900 419075078 419070505 419070522
2352612086 419041386 419041548
419037947 419037964 3171583468
419037952 4114670039 4114670093 508150890
1658979075 1658978878 775567793
419037957 4114670093 6868029783 419037959
419037958 508150890 6868029766 4114670093
419037959 419037957 4114670029
419037960 419037987 419037964
1617036041 1617035962 1617035918
419037964 419037947 419037960
1658979084 419066105 3351492858
419037971 847563584 419037972 419037974 1262215228
419037972 419037971 4114670040 847563531
1658979092 1658979057 1658978636
419037974 419037971 4114670038 419037974
419037975 419037976 1204344632 1141979603
419037976 419037975 1262192250 1141979835
1617036056 1617035957 1617035962
1617036061 1617035986 419051492
1263141662 419038115 419038070
419037983 1191026138 419037986
419037985 419037986 419037987
419037986 419037985 419037983
419037987 419037960 419037985
1263141670 5650007723 5650007724 1204390716
1263141672 1263141577 1263141737
1658979112 1658979047 775567605
419037994 1208623809 1141979726 1208569986
1658979113 775567731 6368886533
419038002 419038055 847563528 1141979726 419038002
4120773436 419040959 419040623
1263141694 1263141567 1263141593
1658979140 1658979057 1658979223
1658979147 419065556 1658979325
1658979152 419065990 1658979396
419038034 5213959415 3163434435 1124811704
419038039 419038041 559661209
2352612183 2352612189 419041548
419038041 419038039 419038080
419038042 1124811704 419038044
419038044 419038042 419038081
2352612189 2352612183 419041681
1263141726 1263158362 1263105838 1263141726
1263141727 1263141593 1263141746
419038051 1204219322 419038058
419038052 1204218971 5213959415
419038055 419038002 5703086944 1210296623
1263141737 1263141672 1213025271
419038058 419038051 420349404 1213050211 3163402335
1263141741 5650007729 1263141741
419038062 1222099359 419038067 559661215
1263141743 1263141615 1263141746
419038063 419038079 419038066 419038093 6434422122
419038065 419038081 5321583805
419038066 419038063 3232211180
419038067 419038062 559661224
1263141746 1263141727 1263141743
419038068 419038070 6918294724
419038070 419038068 1263141662 1164486069
419038076 6434422122 1208542705 1263181748 1210318463
419038079 419038063 1259840671 5703086943
419038080 419038041 1222099349
419038081 419038065 419038044 3163402335 3232211183
1658979203 3682658934 6368846877
1658979207 1658979394 544802291
1658979210 419066156 419066105
419038092 1263181748 5703086943 1263181731 5703410350
419038093 419038124 419038063 5268027148
2352612238 419041930 1141979931
1658979214 544802288 3351492851
419038099 2767947695 1263105846 1186480741
1658979223 1658978878 1658979140
419038104 1186480568 1236570262 1186480474 1188382005
4120773530 419041092 419041273
2081817498 1306640670 1369637306
6416368538 6724860419 419063751
1608909725 1608909806 419051099
1608909726 1235748379 1608909840
6416368541 419063733 6382846286
6416368539 419063751 419063902
6416368540 419063939 419063733
419038115 1263141662 1263141567
