from_id,to_id,way_weight
5308930859,3239852539,inf
1422785012,5882954099,55.71082890222975
1707535720,5059983406,1.8381236789847417
5020178747,4649529194,19.800778077487887
2669778038,5882954099,43.98565739117187
5283937622,5882954099,56.7517508511058
4682991839,6809104221,5.791650995391571
6767208942,5059983406,18.435068154182854
6350202175,6809104221,5.289624803835414
1296971538,6809104221,4.1469426758702035
5872963521,5882954099,72.0775367813265
5872963413,5882954099,112.59594700060498
5283937510,5882954099,45.14653866627333
5283933552,5882954099,51.34955596261398
5872963493,5882954099,72.28525579452352
5283936688,5882954099,40.76319804940118
1401281048,6809104221,4.063149828431864
5872963445,5882954099,98.05508746286264
5503191825,3239852539,inf
1323498240,5882954099,2.770062884487503
5283937722,5882954099,36.936572834924064
5881414672,5882954099,117.73534702684663
5283935077,5882954099,48.12110272020786
5283937658,5882954099,55.520680929538116
1399783495,6809104221,5.589195939924641
1359688740,4744721426,2.580293024779216
5873100371,5882954099,80.897274728703
5295413100,5882954099,49.66163868363522
5283937864,5882954099,66.3352968672699
5020178759,4649529194,19.548744761710495
5283933990,5882954099,62.00682203140748
5881413440,5882954099,87.54929643324232
5872963389,5882954099,97.65537671801124
6767208914,5059983406,20.21746189135986
5789840238,4649529194,9.950504540933437
5283936970,5882954099,59.54613645426079
5881414604,5882954099,82.0703356332313
5881414804,5882954099,75.09396144796509
1207492831,4649529194,1.0838883881828512
5873037058,5882954099,91.0774073838742
1627300624,5882954099,35.657743849209254
1684434964,4150483689,42.15495232217634
1293102653,5882954099,4.658145774026685
1394487277,3239852539,inf
2546451515,4649529194,14.411068808445563
5308930875,3239852539,inf
1611880290,4649529194,19.83540613509158
1399783308,6809104221,6.122771556056972
5873036994,5882954099,95.44540492533213
5881414664,5882954099,86.21074862980264
1326686372,5882954099,3.236339288270572
5283933468,5882954099,62.30964127765306
3034658765,5882954099,60.854911203800754
1951391089,4649529194,7.011441572654999
1384815141,4744721426,3.043252662318006
5283933239,5882954099,55.43924648910536
1296947459,6809104221,3.410891048460628
5881413472,5882954099,118.68670087734469
1381478804,5059983406,1.9133449798292277
4880357030,6809104221,4.781162026758194
6767208934,5059983406,21.58973014685287
5283935413,5882954099,58.29687267675226
5872963393,5882954099,83.96374244118499
5283937502,5882954099,52.05445951047675
1382939376,4744721426,1.3021679802779293
5283937438,5882954099,42.79193637675729
1973912143,4150483689,43.94038864868527
5872963497,5882954099,115.37639987200285
1293131415,6809104221,3.725987677776077
5283936702,5882954099,44.0965315965638
5283937832,5882954099,62.523236796454654
5295391956,5882954099,42.45923963156694
4682991991,6809104221,6.1853857898904625
1273109286,5059983406,3.5818934233379203
5295391928,5882954099,42.660335283840624
1314006013,4744721426,6.276878331807968
5283933548,5882954099,64.34401257811507
1359682572,4649529194,2.6464035692683225
5283933243,5882954099,41.74972793649795
3034658769,5882954099,61.50065687342409
5283937182,5882954099,51.22362758517306
5283936373,5882954099,49.30552805935422
5881413484,5882954099,106.00035004361152
5881413468,5882954099,105.24244967206693
5283937202,5882954099,41.09271479151594
1359682541,4649529194,2.4633947712175077
1326746019,5882954099,3.4260759891822183
4551106677,6809104221,4.002231155484515
1627299857,5882954099,43.95693071861602
5305057837,5882954099,56.77834151172013
5872963409,5882954099,113.88568212783005
5283937474,5882954099,35.017313095684116
5295391944,5882954099,49.779185092486685
1371263129,4649529194,10.401649879378667
5031592319,6809104221,3.9873368702730683
5020178751,4649529194,19.752036897531603
1341282177,4649529194,4.421008052521692
1323498275,5882954099,2.873205814679954
5283937738,5882954099,46.315476653898216
5283937166,5882954099,59.80720254101661
