from_id,to_id,way_weight
5308930859,4649529194,8.288967131261998
1422785012,5882954099,20.99562634688789
1707535720,5059983406,0.9906979152590601
5020178747,4649529194,9.997075627101637
2669778038,5882954099,20.504100299720864
5283937622,5882954099,25.675741827655962
4682991839,6809104221,2.976393547859649
6767208942,4744721426,8.858327932236547
6350202175,6809104221,2.6687403009562045
1296971538,6809104221,2.163860696079706
5872963521,5882954099,47.969172819115734
5872963413,5882954099,48.08402160156603
5283937510,5882954099,23.21675691795857
5283933552,5882954099,34.49634294090128
5872963493,5882954099,44.11603176689028
5283936688,5882954099,23.03991381422047
1401281048,6809104221,2.183589094412117
5872963445,5882954099,53.17830405837135
5503191825,4649529194,8.232648666122422
1323498240,5882954099,1.3931515925318672
5283937722,5882954099,28.883327154649233
5881414672,5882954099,43.38265248090991
5283935077,5882954099,25.592294446249
5283937658,5882954099,19.569949837681175
1399783495,6809104221,2.8205425759065137
1359688740,4744721426,1.2852294276407048
5873100371,5882954099,50.743567871045116
5295413100,5882954099,30.7521493012881
5283937864,5882954099,28.268535103115376
5020178759,4649529194,10.01395654181966
5283933990,5882954099,27.606384340174017
5881413440,5882954099,47.61578285063008
5872963389,5882954099,51.7893317243904
6767208914,4744721426,8.8197077674477
5789840238,4649529194,5.204132615230369
5283936970,5882954099,26.96836550455762
5881414604,5882954099,51.4708433357248
5881414804,5882954099,41.695568684918825
1207492831,4649529194,0.8148929781814644
5873037058,5882954099,56.47182236216224
1627300624,5882954099,22.721252709301254
1684434964,4150483689,28.316495337727357
1293102653,5882954099,2.318131933140673
1394487277,3217143095,3.7721058348456236
2546451515,4649529194,7.431757934420525
5308930875,4649529194,8.260060512159262
1611880290,4649529194,10.128900731735266
1399783308,6809104221,3.0796157225692493
5873036994,5882954099,46.38664395367209
5881414664,5882954099,51.348030277131535
1326686372,5882954099,1.6161075079619656
5283933468,5882954099,28.781690827167377
3034658765,5882954099,20.4005933017217
1951391089,4649529194,3.716322826419645
1384815141,4744721426,1.499660068195869
5283933239,5882954099,27.33682389271099
1296947459,6809104221,1.6131291101710408
5881413472,5882954099,58.16258254388656
1381478804,5059983406,0.9264924783015789
4880357030,6809104221,2.4359207797897646
6767208934,4744721426,8.12292641471506
5283935413,5882954099,24.968947904316114
5872963393,5882954099,49.938305592476
5283937502,5882954099,29.93578875208354
1382939376,4744721426,0.6399971262301869
5283937438,5882954099,21.998913809425826
1973912143,4150483689,27.083738421120483
5872963497,5882954099,49.91817337355507
1293131415,6809104221,1.886880032459613
5283936702,5882954099,31.44750889497032
5283937832,5882954099,22.58884567940756
5295391956,5882954099,29.180678018143094
4682991991,6809104221,3.0969632267642058
1273109286,5059983406,1.778105316948784
5295391928,5882954099,23.524684062118055
1314006013,4744721426,3.179356120522741
5283933548,5882954099,33.9474724131947
1359682572,4649529194,1.6000202951202935
5283933243,5882954099,22.143499888378074
3034658769,5882954099,32.89251107513732
5283937182,5882954099,21.347897971464278
5283936373,5882954099,24.191271584858118
5881413484,5882954099,55.80066416491224
5881413468,5882954099,55.55014762460565
5283937202,5882954099,28.999728487132856
1359682541,4649529194,1.5004137755343396
1326746019,5882954099,1.7168387201194086
4551106677,6809104221,2.0069483464115616
1627299857,5882954099,19.124682463983003
5305057837,5882954099,36.02796036569727
5872963409,5882954099,43.862912372872735
5283937474,5882954099,26.928931516257126
5295391944,5882954099,30.342028681207022
1371263129,4649529194,5.423840464774814
5031592319,6809104221,1.9540716434784795
5020178751,4649529194,9.95266069389813
1341282177,4649529194,2.1219582585928753
1323498275,5882954099,1.4391889983101829
5283937738,5882954099,24.977159739246645
5283937166,5882954099,27.42013230664209
